subject_id,sample_idx,gsr,ecg,label,label_int
MOCK_YA_FOCUSED_3,0,3.012283766991303,0.03649389858140216,FOCUSED,3
MOCK_YA_FOCUSED_3,1,3.0011763585157176,0.15637092591787677,FOCUSED,3
MOCK_YA_FOCUSED_3,2,3.3957989318810036,0.17876080281425097,FOCUSED,3
MOCK_YA_FOCUSED_3,3,2.6861394706502897,0.13269640576242966,FOCUSED,3
MOCK_YA_FOCUSED_3,4,3.490218910402421,0.24979514934867542,FOCUSED,3
MOCK_YA_FOCUSED_3,5,2.362326526074402,0.30945408228816423,FOCUSED,3
MOCK_YA_FOCUSED_3,6,3.3490141145424692,0.3833875023773821,FOCUSED,3
MOCK_YA_FOCUSED_3,7,3.2783868069481983,0.40420475623166974,FOCUSED,3
MOCK_YA_FOCUSED_3,8,3.0784642805061164,0.44430505088152306,FOCUSED,3
MOCK_YA_FOCUSED_3,9,3.123013072635232,0.5240770937882308,FOCUSED,3
MOCK_YA_FOCUSED_3,10,3.316546181969203,0.5388310537270623,FOCUSED,3
MOCK_YA_FOCUSED_3,11,3.0774313142629963,0.583860609728453,FOCUSED,3
MOCK_YA_FOCUSED_3,12,3.3600011059973607,0.6080397061427609,FOCUSED,3
MOCK_YA_FOCUSED_3,13,3.738181979118342,0.6172089052023969,FOCUSED,3
MOCK_YA_FOCUSED_3,14,2.8208509385368914,0.519598367814186,FOCUSED,3
MOCK_YA_FOCUSED_3,15,2.6665145706620206,0.5898905111968409,FOCUSED,3
MOCK_YA_FOCUSED_3,16,3.337193450609773,0.5709290610660517,FOCUSED,3
MOCK_YA_FOCUSED_3,17,3.8730603887840833,0.5548801657194732,FOCUSED,3
MOCK_YA_FOCUSED_3,18,2.8026822485974834,0.5356499916468133,FOCUSED,3
MOCK_YA_FOCUSED_3,19,3.051434685552067,0.463710027201414,FOCUSED,3
MOCK_YA_FOCUSED_3,20,3.4041778294140244,0.5889632513764769,FOCUSED,3
MOCK_YA_FOCUSED_3,21,2.4536296084772724,0.3537749379773626,FOCUSED,3
MOCK_YA_FOCUSED_3,22,3.2965640716168516,0.34157255170158213,FOCUSED,3
MOCK_YA_FOCUSED_3,23,3.161072404140694,0.2247942064140018,FOCUSED,3
MOCK_YA_FOCUSED_3,24,3.3266157708447044,0.16836175317019791,FOCUSED,3
MOCK_YA_FOCUSED_3,25,3.0561701078675556,0.033119315816142775,FOCUSED,3
MOCK_YA_FOCUSED_3,26,3.09818439038442,0.0881063626803151,FOCUSED,3
MOCK_YA_FOCUSED_3,27,3.1043585622080228,-0.025044444044522232,FOCUSED,3
MOCK_YA_FOCUSED_3,28,2.6502407492776965,-0.09304273451712845,FOCUSED,3
MOCK_YA_FOCUSED_3,29,2.906391698794759,-0.14426390985362683,FOCUSED,3
MOCK_YA_FOCUSED_3,30,2.6303202505628978,-0.16896743638772083,FOCUSED,3
MOCK_YA_FOCUSED_3,31,3.2992393493286136,-0.33695519648541417,FOCUSED,3
MOCK_YA_FOCUSED_3,32,2.284903652989358,-0.3455405595063466,FOCUSED,3
MOCK_YA_FOCUSED_3,33,2.441518782441393,-0.41944151273510993,FOCUSED,3
MOCK_YA_FOCUSED_3,34,2.597391827582898,-0.3572754920435305,FOCUSED,3
MOCK_YA_FOCUSED_3,35,3.4195392456154354,-0.5199999883162667,FOCUSED,3
MOCK_YA_FOCUSED_3,36,2.694091710228944,-0.5601326477477466,FOCUSED,3
MOCK_YA_FOCUSED_3,37,3.2893448687652564,-0.5538510271441643,FOCUSED,3
MOCK_YA_FOCUSED_3,38,3.4240967008089225,-0.5976386285835829,FOCUSED,3
MOCK_YA_FOCUSED_3,39,2.7840572096342213,-0.5659057177264157,FOCUSED,3
MOCK_YA_FOCUSED_3,40,2.302153523402292,-0.5997291464301712,FOCUSED,3
MOCK_YA_FOCUSED_3,41,3.6601726090640327,-0.4838337127234147,FOCUSED,3
MOCK_YA_FOCUSED_3,42,3.522410860420156,-0.6166016536039465,FOCUSED,3
MOCK_YA_FOCUSED_3,43,3.6893796611999385,-0.5835504061949682,FOCUSED,3
