subject_id,sample_idx,gsr,ecg,label,label_int
MOCK_S1,0,3.20141770498187,-0.006576609384177057,NEUTRAL,0
MOCK_S1,1,2.582469987067324,0.11673356865515884,NEUTRAL,0
MOCK_S1,2,2.917775066469526,0.150488733813908,NEUTRAL,0
MOCK_S1,3,2.723702269213752,0.24222595682281897,NEUTRAL,0
MOCK_S1,4,2.7360719655723003,0.32265245183883245,NEUTRAL,0
MOCK_S1,5,2.6332328976360904,0.3370673871028146,NEUTRAL,0
MOCK_S1,6,3.3072295225300667,0.4614313259173971,NEUTRAL,0
MOCK_S1,7,3.1643069842907963,0.49670347932216696,NEUTRAL,0
MOCK_S1,8,2.8062962960730267,0.563054151227736,NEUTRAL,0
MOCK_S1,9,3.0505376975709146,0.5061505257698417,NEUTRAL,0
MOCK_S1,10,2.507312043359237,0.5899750347751116,NEUTRAL,0
MOCK_S1,11,2.512101003098888,0.5960055876792043,NEUTRAL,0
MOCK_S1,12,3.176451174871615,0.5922907426695836,NEUTRAL,0
MOCK_S1,13,3.4095473071951665,0.6729633154368687,NEUTRAL,0
MOCK_S1,14,2.9918214400185192,0.7302319123727945,NEUTRAL,0
MOCK_S1,15,2.355255199177005,0.7521599540708658,NEUTRAL,0
MOCK_S1,16,2.638082101275352,0.7145264454597522,NEUTRAL,0
MOCK_S1,17,3.3288419525545194,0.617983441771665,NEUTRAL,0
MOCK_S1,18,2.7123679973666732,0.6989325954890439,NEUTRAL,0
MOCK_S1,19,2.142323993482277,0.6213129888934242,NEUTRAL,0
MOCK_S1,20,2.7469112608010593,0.507382759795975,NEUTRAL,0
MOCK_S1,21,3.5333998519203815,0.42026130275534945,NEUTRAL,0
MOCK_S1,22,2.5497161683058955,0.5328085902051286,NEUTRAL,0
MOCK_S1,23,3.565038217358814,0.33067836226608965,NEUTRAL,0
MOCK_S1,24,2.8615352811949197,0.24333107143311913,NEUTRAL,0
MOCK_S1,25,3.24207338344483,0.26029593328338996,NEUTRAL,0
MOCK_S1,26,3.2368201576157225,0.09151056449585154,NEUTRAL,0
MOCK_S1,27,3.5192692742051843,0.0386093840144112,NEUTRAL,0
MOCK_S1,28,3.0996540711579215,-0.006202990122693826,NEUTRAL,0
MOCK_S1,29,2.9444687426370195,-0.06381888257098123,NEUTRAL,0
MOCK_S1,30,2.7045636310210788,-0.19572617798400094,NEUTRAL,0
MOCK_S1,31,2.9415360235434287,-0.28004231268313007,NEUTRAL,0
MOCK_S1,32,3.325529033293412,-0.36022965426604897,NEUTRAL,0
MOCK_S1,33,3.3212688945050246,-0.4581096922345551,NEUTRAL,0
MOCK_S1,34,3.0180002684713054,-0.49288970234890045,NEUTRAL,0
MOCK_S1,35,3.141901797747032,-0.4555723717351956,NEUTRAL,0
MOCK_S1,36,3.482850199126208,-0.5759411172628125,NEUTRAL,0
MOCK_S1,37,3.082482755699435,-0.7163654945706917,NEUTRAL,0
MOCK_S1,38,3.528334602421264,-0.670762979606135,NEUTRAL,0
MOCK_S1,39,3.6273952235545495,-0.7399172710703934,NEUTRAL,0
MOCK_S1,40,3.101158212590591,-0.7162752309478745,NEUTRAL,0
MOCK_S1,41,3.088761711464368,-0.7954517726395403,NEUTRAL,0
MOCK_S1,42,2.5670165714130997,-0.7556053169652011,NEUTRAL,0
MOCK_S1,43,3.5250405678243624,-0.6673959737804761,NEUTRAL,0
MOCK_S1,44,2.0495813445845688,-0.7275622885569892,NEUTRAL,0
MOCK_S1,45,1.7923907917082227,-0.593909776992895,NEUTRAL,0
MOCK_S1,46,2.688305600036548,-0.6229498449920549,NEUTRAL,0
MOCK_S1,47,2.8079869087722793,-0.5777971031434922,NEUTRAL,0
MOCK_S1,48,3.1924901697485826,-0.44249364071033837,NEUTRAL,0
MOCK_S1,49,3.3489770956205707,-0.3547627239032538,NEUTRAL,0
MOCK_S1,50,2.9757787587249127,-0.45642950769366697,NEUTRAL,0
MOCK_S1,51,2.7254167540421,-0.29667182479291004,NEUTRAL,0
MOCK_S1,52,3.006350843531415,-0.20957451874549327,NEUTRAL,0
MOCK_S1,53,3.3011162201564948,-0.2791497103664192,NEUTRAL,0
MOCK_S1,54,2.900829543656709,-0.00584368978909304,NEUTRAL,0
MOCK_S1,55,2.822155293268471,0.011700787710825156,NEUTRAL,0
MOCK_S1,56,2.423242168971477,0.09082399060449954,NEUTRAL,0
MOCK_S1,57,2.8227300152076094,0.1663219775139271,NEUTRAL,0
MOCK_S1,58,2.95073770142307,0.23169916873143476,NEUTRAL,0
MOCK_S1,59,3.3905803097114533,0.32307415879355666,NEUTRAL,0
MOCK_S1,60,2.048275014605739,0.353097162408194,NEUTRAL,0
MOCK_S1,61,3.5637611353801066,0.5293945060293891,NEUTRAL,0
MOCK_S1,62,2.695374121154303,0.49196635153033336,NEUTRAL,0
MOCK_S1,63,2.7888770679452306,0.5066756023387489,NEUTRAL,0
MOCK_S1,64,3.0711119142994696,0.564106637672993,NEUTRAL,0
MOCK_S1,65,2.6534138624631103,0.7311354260736647,NEUTRAL,0
MOCK_S1,66,3.0322508931559478,0.6647283689764443,NEUTRAL,0
MOCK_S1,67,3.4656674595399997,0.7014601233456307,NEUTRAL,0
MOCK_S1,68,3.4187088391252427,0.6619639662799347,NEUTRAL,0
MOCK_S1,69,3.674974481053958,0.7162015646901493,NEUTRAL,0
MOCK_S1,70,2.4392860855934213,0.6807562314248561,NEUTRAL,0
MOCK_S1,71,3.075900911939277,0.6260929672427372,NEUTRAL,0
MOCK_S1,72,2.3049986562619456,0.6112731390408183,NEUTRAL,0
MOCK_S1,73,3.7539342605967585,0.5668821914132381,NEUTRAL,0
MOCK_S1,74,2.433284800261543,0.5861866480958786,NEUTRAL,0
MOCK_S1,75,2.712406097898592,0.53310040287643,NEUTRAL,0
MOCK_S1,76,2.3386043839472492,0.414610196098629,NEUTRAL,0
MOCK_S1,77,2.5681989693643623,0.48595008917455207,NEUTRAL,0
MOCK_S1,78,1.7639729903059338,0.35922300170511173,NEUTRAL,0
MOCK_S1,79,2.2555628375797614,0.3054110929274516,NEUTRAL,0
MOCK_S1,80,2.374442294288226,0.15667786863931565,NEUTRAL,0
MOCK_S1,81,3.2330792577313714,0.12983150468740146,NEUTRAL,0
MOCK_S1,82,1.6685708450267043,-0.016727035288983522,NEUTRAL,0
MOCK_S1,83,3.4836210659467572,-0.07125663694611852,NEUTRAL,0
MOCK_S1,84,3.7501603820490654,-0.1441785711642953,NEUTRAL,0
MOCK_S1,85,3.2060783474395227,-0.15778451415980163,NEUTRAL,0
MOCK_S1,86,3.3076825458690955,-0.27183877516585075,NEUTRAL,0
MOCK_S1,87,3.7283674222149337,-0.4650359533663466,NEUTRAL,0
MOCK_S1,88,2.25610064657905,-0.4549349212711615,NEUTRAL,0
MOCK_S1,89,3.556936415276762,-0.40167734649048165,NEUTRAL,0
MOCK_S1,90,2.592230331835937,-0.5762158501277795,NEUTRAL,0
MOCK_S1,91,2.66496388443064,-0.5448757251723849,NEUTRAL,0
MOCK_S1,92,3.66854553539748,-0.6267683124477622,NEUTRAL,0
MOCK_S1,93,2.5638171389285533,-0.6763141206611938,NEUTRAL,0
MOCK_S1,94,2.0349774566546666,-0.6604809326089931,NEUTRAL,0
MOCK_S1,95,3.7060368225706464,-0.6872940361179978,NEUTRAL,0
MOCK_S1,96,3.6916990413937145,-0.6737914996346775,NEUTRAL,0
MOCK_S1,97,2.952700773653362,-0.7886005803875913,NEUTRAL,0
MOCK_S1,98,2.603403430746402,-0.7000488322596706,NEUTRAL,0
MOCK_S1,99,2.6036429541536785,-0.6269207254921326,NEUTRAL,0
MOCK_S1,100,2.4806028605656696,-0.5602044567320075,NEUTRAL,0
MOCK_S1,101,2.8859314226095694,-0.5810581320841522,NEUTRAL,0
MOCK_S1,102,3.0580777990968433,-0.5649540555497887,NEUTRAL,0
MOCK_S1,103,2.564147192238546,-0.554746255044904,NEUTRAL,0
